"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"T459_34834" 0 0 1 0 0 2 2 2 1 1 4 1
"T459_35777" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34835" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34836" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34837" 1 0 0 1 0 0 0 0 0 1 0 0
"T459_34838" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34839" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34840" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34841" 3 1 2 0 3 2 3 1 5 5 0 4
"T459_34842" 55 50 47 73 69 104 87 93 92 122 67 74
"T459_34843" 172 154 207 133 162 169 201 250 218 294 163 180
"T459_34844" 475 448 335 230 193 201 63 80 69 28 28 30
"T459_34845" 31 22 29 30 30 36 77 69 83 119 63 81
"T459_34846" 78 72 86 33 40 45 17 27 30 3 8 15
"T459_34847" 24 11 8 16 25 51 70 80 70 52 65 75
"T459_34848" 49 86 4 113 161 163 30 53 27 0 5 5
"T459_34849" 7 3 5 8 9 17 21 13 14 18 11 7
"T459_34850" 23 26 16 26 24 20 30 36 30 35 41 33
"T459_34851" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_34852" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34853" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34854" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_34855" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_34856" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34857" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34858" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34859" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34860" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34861" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34862" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35778" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34863" 0 2 0 3 0 4 2 2 3 3 10 3
"T459_34864" 684 590 931 291 243 247 279 326 264 261 750 378
"T459_34865" 157 152 111 116 93 140 226 235 218 254 212 259
"T459_34866" 386 403 261 289 213 248 277 319 257 305 224 236
"T459_34867" 131 113 129 114 114 84 201 163 170 266 235 355
"T459_34868" 106 126 92 138 100 109 153 140 144 244 142 131
"T459_34869" 104 112 101 108 106 116 286 245 277 306 349 405
"T459_34870" 178 208 113 383 368 376 777 738 668 1128 966 1029
"T459_34871" 776 893 623 657 600 472 710 823 654 726 640 674
"T459_34872" 48 42 33 68 69 99 66 98 144 198 140 120
"T459_34873" 0 0 0 2 1 0 2 2 1 1 1 6
"T459_34874" 251 174 206 187 141 235 127 105 142 173 191 186
"T459_34875" 16 7 13 9 11 18 26 15 18 10 11 20
"T459_35779" 0 0 0 0 0 2 0 0 0 0 0 0
"T459_34876" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34877" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34878" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34879" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34880" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35780" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34881" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34882" 25 29 22 40 31 36 58 70 62 74 48 65
"T459_34883" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34884" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34885" 0 0 0 0 1 0 0 0 0 0 0 0
"T459_34886" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34887" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34888" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34889" 230 231 168 85 94 90 52 68 63 52 53 70
"T459_34890" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34891" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_34892" 7 3 1 1 0 2 0 1 2 0 0 0
"T459_34893" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34894" 1 7 2 2 0 0 0 0 0 6 2 21
"T459_34895" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34896" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34897" 0 1 0 0 0 0 1 0 0 0 0 0
"T459_34898" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34899" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35781" 0 1 0 0 0 1 0 0 0 2 0 0
"T459_34900" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34901" 117 116 22 1625 1406 1025 1441 1646 904 838 1573 2478
"T459_34902" 79 70 84 102 77 151 319 214 185 242 316 448
"T459_34903" 6 4 13 14 13 23 25 23 32 18 25 14
"T459_34904" 254 203 152 249 247 367 269 293 264 257 198 210
"T459_34905" 0 1 1 0 0 1 0 1 0 0 0 0
"T459_34906" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34907" 114 125 61 82 65 96 105 106 107 67 44 33
"T459_34908" 33 25 19 88 71 174 626 456 392 431 307 573
"T459_34909" 12 20 18 8 2 5 0 0 0 0 1 0
"T459_34910" 92 89 95 306 275 343 306 292 306 133 117 74
"T459_34911" 79 73 134 310 265 464 298 272 311 26 39 27
"T459_34912" 3 3 0 0 0 0 0 0 0 0 0 0
"T459_34913" 81 68 160 146 186 230 319 330 294 326 281 332
"T459_34914" 25 30 20 19 9 19 8 4 7 6 12 4
"T459_34915" 44 45 18 44 42 61 67 65 66 72 40 66
"T459_34916" 74 57 130 22 27 26 4 5 12 3 6 2
"T459_34917" 352 458 403 580 489 436 425 520 521 309 327 280
"T459_34918" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34919" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34920" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34921" 20 20 23 17 15 41 34 56 42 72 42 60
"T459_34922" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34923" 2 1 1 1 3 2 1 1 4 5 2 6
"T459_34924" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34925" 22 10 24 14 44 68 82 73 70 93 60 72
"T459_34926" 3 2 1 2 2 1 3 10 6 7 5 5
"T459_34927" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34928" 30 10 12 11 10 18 13 16 16 10 13 13
"T459_34929" 1 0 0 0 0 1 0 1 0 1 0 0
"T459_34930" 2 0 0 0 0 1 1 0 0 0 0 0
"T459_34931" 0 0 0 1 0 0 0 0 0 0 0 0
"T459_34932" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34933" 0 3 3 4 2 6 14 16 20 25 17 14
"T459_34934" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34935" 576 455 475 631 515 872 783 893 671 730 364 516
"T459_34936" 397 445 199 170 111 114 150 193 119 236 398 274
"T459_34937" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34938" 9 6 4 0 7 3 1 0 0 0 0 0
"T459_34939" 1 4 0 0 0 0 6 3 6 10 5 44
"T459_34940" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_34941" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34942" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34943" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34944" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34945" 211 122 180 62 37 49 33 31 28 17 10 9
"T459_34946" 0 1 0 2 0 0 0 0 0 0 0 1
"T459_34947" 0 0 1 0 0 0 1 0 1 0 0 1
"T459_34948" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_34949" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34950" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34951" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34952" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35782" 0 0 0 0 0 0 3 1 0 0 0 1
"T459_35783" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34953" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34954" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_34955" 0 0 0 0 0 0 4 0 0 0 2 1
"T459_34956" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34957" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34958" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34959" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34960" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34961" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34962" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34963" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34964" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34965" 0 0 0 1 1 0 0 0 1 0 0 0
"T459_34966" 0 0 0 0 0 0 0 0 0 0 1 2
"T459_34967" 34 22 18 69 79 79 404 315 322 749 7868 5284
"T459_34968" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34969" 0 0 1 0 0 1 0 1 1 1 1 2
"T459_34970" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34971" 3 1 6 7 6 12 17 11 6 9 10 6
"T459_34972" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34973" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34974" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34975" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34976" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34977" 68 31 44 38 47 78 75 61 54 48 64 70
"T459_35784" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_35785" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34978" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34979" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34980" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35786" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34981" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34982" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34983" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34984" 1 0 3 0 1 1 4 2 0 0 2 1
"T459_34985" 58 36 77 59 76 87 42 53 48 15 25 13
"T459_34986" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34987" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34988" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_34989" 4 1 1 0 4 6 0 1 5 2 0 3
"T459_35787" 2 0 1 0 3 3 3 1 1 1 0 0
"T459_34990" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34991" 7 10 9 11 12 18 16 11 19 5 7 17
"T459_34992" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34993" 3 0 2 2 1 6 1 0 2 1 1 0
"T459_34994" 0 1 0 2 0 0 0 1 0 5 0 0
"T459_34995" 2 1 1 1 3 6 3 1 4 1 0 2
"T459_34996" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_34997" 541 608 486 552 521 426 615 765 725 619 529 571
"T459_34998" 0 1 0 0 0 1 1 0 0 0 0 0
"T459_34999" 0 0 0 0 0 0 1 1 0 0 1 0
"T459_35000" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35001" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35002" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35003" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35004" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35005" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35006" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35007" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35008" 12 3 2 0 5 7 3 3 4 4 1 6
"T459_35009" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35010" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35011" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35012" 1 0 0 1 1 0 0 0 0 0 0 2
"T459_35013" 0 0 0 0 1 0 0 0 0 0 0 0
"T459_35014" 0 1 1 0 1 2 2 2 0 2 4 1
"T459_35015" 0 2 0 1 1 2 5 1 2 6 7 2
"T459_35016" 1 0 1 0 2 2 6 2 8 6 10 7
"T459_35017" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35018" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35019" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35020" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35021" 1 0 0 0 0 0 1 0 0 0 0 0
"T459_35022" 21 28 14 52 69 80 110 109 109 81 44 24
"T459_35023" 100 99 39 82 79 123 237 211 215 277 204 343
"T459_35024" 1 1 1 0 0 0 0 0 0 0 0 1
"T459_35025" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35026" 0 0 0 0 0 0 0 0 0 0 0 2
"T459_35788" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35027" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35028" 1 2 2 1 1 0 0 2 2 2 1 1
"T459_35029" 0 0 0 0 1 0 0 0 0 0 0 0
"T459_35030" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35031" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35032" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_35033" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35034" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35035" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35036" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35037" 1 0 0 0 3 2 0 0 0 0 0 0
"T459_35038" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_35039" 10 14 20 13 16 14 19 26 24 16 21 13
"T459_35040" 64 63 86 77 83 74 59 64 52 20 36 26
"T459_35041" 1215 1237 1117 672 621 795 875 963 870 503 658 467
"T459_35042" 1 1 1 0 1 0 4 1 2 0 1 2
"T459_35043" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35044" 1 0 5 2 3 4 8 12 8 7 7 14
"T459_35045" 12 1 15 13 5 26 12 17 14 20 14 13
"T459_35046" 0 2 0 6 1 11 7 9 9 7 15 17
"T459_35789" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35790" 1 2 2 0 1 2 0 0 0 0 0 2
"T459_35047" 0 0 0 0 0 0 0 0 3 0 0 0
"T459_35791" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35048" 1 0 3 3 4 6 3 3 6 5 1 2
"T459_35049" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35050" 0 0 0 0 0 0 0 0 0 1 0 1
"T459_35051" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35052" 179 126 100 100 96 242 148 158 112 148 51 126
"T459_35053" 0 1 2 0 0 1 0 0 0 0 0 0
"T459_35792" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35054" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35055" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_35056" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35057" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35058" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35059" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35060" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35061" 0 0 2 0 0 0 0 2 0 0 0 0
"T459_35062" 0 0 0 0 0 1 0 0 0 1 0 0
"T459_35063" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35064" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35065" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35066" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35067" 0 1 1 0 1 0 0 0 1 0 0 1
"T459_35068" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35793" 0 0 0 14 0 0 22 0 4 0 9 1
"T459_35069" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35070" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35071" 1 0 1 1 0 11 1 0 2 2 1 3
"T459_35072" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35073" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_35074" 5 4 6 1 2 5 1 0 0 0 1 1
"T459_35075" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35076" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35077" 336 271 177 352 306 465 425 464 446 374 261 303
"T459_35078" 0 0 0 0 0 0 0 1 0 2 6 8
"T459_35079" 9 12 6 15 5 14 33 20 22 18 21 14
"T459_35794" 0 0 0 0 0 0 1 1 0 2 0 0
"T459_35795" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35080" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35081" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35082" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35083" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35084" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35085" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35086" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_35087" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35088" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_35089" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35090" 1 0 0 1 2 5 16 18 13 10 13 31
"T459_35091" 0 0 1 7 15 20 56 48 38 43 54 74
"T459_35092" 1 1 0 1 4 5 12 24 12 12 16 8
"T459_35093" 0 0 0 6 1 8 19 14 14 13 8 7
"T459_35094" 0 0 0 0 1 0 2 0 2 0 2 1
"T459_35095" 6 1 8 10 6 9 17 11 15 7 13 13
"T459_35096" 2 0 2 1 5 5 3 6 5 2 0 5
"T459_35097" 5 2 0 3 3 14 18 15 12 16 20 5
"T459_35098" 4 3 7 7 7 4 3 7 7 19 11 17
"T459_35099" 53 23 28 23 15 24 19 18 15 36 8 15
"T459_35100" 0 3 2 2 1 4 2 7 7 8 4 5
"T459_35101" 0 0 0 1 1 1 1 1 1 2 1 2
"T459_35102" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35103" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35104" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35105" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35106" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35107" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35108" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35109" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35110" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35111" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35112" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35113" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35114" 0 0 0 0 1 0 2 1 0 2 4 18
"T459_35115" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35116" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35117" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_35118" 1 0 3 2 2 2 2 1 3 1 4 2
"T459_35119" 8 8 22 6 13 32 18 26 30 25 14 8
"T459_35120" 4 7 7 7 7 15 10 11 16 11 4 10
"T459_35121" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_35122" 15 5 6 14 12 22 32 50 26 16 22 21
"T459_35123" 414 525 218 496 463 393 193 240 210 68 117 68
"T459_35124" 0 0 0 0 0 0 1 0 1 0 0 1
"T459_35125" 127 141 126 176 160 185 153 190 209 50 35 36
"T459_35126" 83 78 86 362 401 347 313 422 104 299 95 410
"T459_35127" 27 18 11 22 11 49 18 27 32 13 31 16
"T459_35128" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35796" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35129" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35130" 251 216 145 240 224 267 219 232 219 238 125 104
"T459_35131" 143 135 89 117 124 103 114 145 122 119 70 92
"T459_35132" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35133" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35134" 0 0 1 1 0 1 1 0 0 0 4 1
"T459_35797" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35798" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35135" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35136" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35137" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35138" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35139" 7 3 3 6 3 9 5 4 4 9 3 6
"T459_35140" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35141" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35799" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35142" 0 0 0 0 0 5 0 0 0 0 0 0
"T459_35143" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35144" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35145" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35146" 0 1 0 0 1 2 0 0 0 0 1 0
"T459_35147" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35148" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35149" 1 0 1 1 1 1 0 0 0 0 1 0
"T459_35150" 0 0 0 1 0 2 0 1 0 0 0 0
"T459_35151" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35152" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_35153" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35154" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35800" 2 1 1 0 0 1 0 0 0 1 0 0
"T459_35155" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35156" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35157" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35158" 36 33 17 38 35 62 90 76 122 96 127 126
"T459_35159" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_35160" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35801" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35161" 0 0 0 0 0 2 1 0 1 0 0 0
"T459_35162" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35163" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35164" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35165" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35166" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35167" 12 15 9 20 3 7 16 9 13 13 9 6
"T459_35168" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35169" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_35170" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35171" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35172" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35173" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35174" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35175" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35176" 0 0 0 0 0 0 1 5 0 2 0 1
"T459_35177" 0 0 0 0 0 3 0 0 0 0 2 1
"T459_35178" 0 0 0 0 1 1 0 0 0 0 1 0
"T459_35179" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35180" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35802" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35181" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35182" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_35183" 2 0 1 0 0 0 0 0 0 0 0 0
"T459_35184" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35185" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_35186" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35187" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35188" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35189" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35190" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35191" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35192" 0 1 0 1 1 0 0 0 0 0 0 1
"T459_35193" 0 0 0 0 0 0 0 2 0 0 0 0
"T459_35194" 6 1 3 1 9 20 13 15 10 15 19 15
"T459_35195" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35196" 0 0 0 0 0 2 0 0 0 0 0 0
"T459_35197" 0 0 0 1 0 1 0 3 0 0 0 0
"T459_35198" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35199" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35803" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35200" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35201" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35202" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35203" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35204" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35804" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35205" 53 55 77 57 53 47 27 32 30 6 29 15
"T459_35206" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35207" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35805" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35208" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35806" 1 0 0 0 0 1 0 1 1 1 0 0
"T459_35209" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35210" 1 0 0 1 0 1 0 0 0 0 0 0
"T459_35211" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35212" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35213" 3 2 0 2 2 4 0 5 12 0 0 0
"T459_35214" 0 0 1 0 1 1 0 1 2 1 3 2
"T459_35215" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35216" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35217" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35218" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35219" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35807" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35220" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35221" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35222" 0 3 1 0 1 0 5 0 1 10 37 21
"T459_35223" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35224" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35225" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35226" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_35227" 0 0 0 0 0 0 0 1 0 0 1 0
"T459_35228" 0 0 0 0 1 1 0 0 2 2 0 2
"T459_35229" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_35230" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35231" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35232" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35233" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35234" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35235" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_35236" 3 1 3 3 3 5 9 6 6 4 1 3
