"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"T459_03693" 51 60 35 43 40 55 54 63 56 31 17 11
"T459_03694" 1 0 1 0 0 2 0 0 0 1 2 1
"T459_03695" 38 40 49 43 67 60 130 96 89 92 82 79
"T459_03696" 90 104 60 295 232 255 264 284 223 99 106 67
"T459_03697" 0 1 3 0 1 0 0 3 2 0 1 0
"T459_03698" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03699" 21 23 9 14 5 13 10 12 9 22 4 9
"T459_03700" 15 15 5 17 5 21 17 17 12 23 4 9
"T459_03701" 21 26 11 14 12 26 15 11 10 13 4 10
"T459_03702" 2 0 1 0 0 1 0 0 0 0 0 0
"T459_03703" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03704" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03705" 2 0 2 2 5 6 8 8 7 9 11 11
"T459_03706" 8 6 10 7 8 24 24 20 23 26 30 27
"T459_03707" 8 1 6 4 5 4 4 6 1 1 4 3
"T459_03708" 24 16 17 16 25 30 30 18 16 23 32 16
"T459_03709" 0 1 1 0 1 1 1 2 3 5 2 3
"T459_03710" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03711" 207 186 139 153 128 164 133 137 122 109 66 127
"T459_03712" 0 2 0 0 1 2 0 1 3 0 3 2
"T459_03713" 1 3 5 3 0 2 3 4 3 1 7 1
"T459_03714" 100 82 51 21 17 20 5 12 4 1 6 1
"T459_03715" 135 97 56 116 109 171 105 166 135 164 108 104
"T459_03716" 5 3 7 4 8 6 3 2 4 0 1 0
"T459_03717" 111 162 87 107 113 149 185 141 172 182 168 197
"T459_03718" 32 27 54 59 71 85 109 130 95 118 33 29
"T459_03719" 6 2 8 7 4 12 6 10 11 6 7 2
"T459_03720" 2 2 8 1 6 9 4 4 5 2 4 6
"T459_03721" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03722" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03723" 79 90 67 92 76 73 120 118 135 160 121 157
"T459_03724" 2 1 2 3 1 0 2 0 1 1 0 0
"T459_03725" 158 161 153 118 140 240 203 146 197 211 287 356
"T459_03726" 52 48 92 81 96 129 179 165 159 160 101 101
"T459_03727" 24 13 18 12 13 21 28 14 23 14 16 10
"T459_03728" 0 0 8 3 5 9 10 4 10 10 11 30
"T459_03729" 0 0 0 2 0 1 0 0 0 0 2 2
"T459_03730" 3 2 5 5 6 12 9 20 10 11 14 13
"T459_03731" 417 375 330 208 216 267 323 315 209 198 127 217
"T459_03732" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03733" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_03734" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03735" 7 6 10 5 4 13 14 11 13 6 6 8
"T459_03736" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03737" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03738" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03739" 0 0 0 0 0 2 0 0 1 1 1 1
"T459_03740" 1 2 9 0 4 0 4 2 3 2 9 1
"T459_03741" 0 1 1 0 0 3 1 1 1 0 1 1
"T459_03742" 368 368 247 639 544 855 1082 1106 919 1389 1093 1148
"T459_03743" 8 21 12 19 13 14 28 17 21 17 22 10
"T459_03744" 13 9 5 3 4 4 1 0 0 0 0 0
"T459_03745" 320 285 199 233 269 307 389 436 370 459 389 473
"T459_03746" 156 142 113 80 92 96 156 154 118 112 121 137
"T459_03747" 9 19 9 17 12 18 25 17 15 16 14 18
"T459_03748" 35 61 42 50 59 49 74 90 63 87 53 63
"T459_03749" 113 92 113 86 68 159 217 200 195 175 226 245
"T459_03750" 102 164 97 150 137 108 187 181 188 198 196 170
"T459_03751" 6 3 6 8 7 27 24 16 12 14 10 8
"T459_03752" 2 2 0 1 1 3 0 1 2 0 1 0
"T459_03753" 120 140 178 175 181 225 608 560 489 1118 1024 1037
"T459_03754" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03755" 5 15 45 9 5 5 0 7 6 8 49 29
"T459_03756" 483 460 307 556 566 916 1107 1243 1141 1382 1637 1899
"T459_03757" 0 1 1 0 0 1 0 0 0 0 0 0
"T459_03758" 19 7 9 12 14 49 22 32 32 16 16 21
"T459_03759" 73 42 22 25 47 77 50 74 60 39 16 18
"T459_03760" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03761" 126 90 110 98 71 98 225 193 253 305 273 456
"T459_03762" 3 3 0 0 1 0 2 3 3 0 1 0
"T459_03763" 21 25 31 25 20 22 31 54 38 50 61 66
"T459_03764" 135 173 115 277 314 233 522 647 485 551 705 278
"T459_03765" 0 0 0 0 0 0 0 0 0 2 0 1
"T459_03766" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03767" 2 1 3 1 2 2 1 0 4 12 7 11
"T459_03768" 90 57 35 39 31 78 43 43 38 33 59 57
"T459_03769" 104 116 87 107 96 95 124 129 126 128 86 126
"T459_03770" 458 584 327 437 423 302 362 418 429 445 407 316
"T459_03771" 70 117 40 36 50 20 4 6 9 0 2 1
"T459_03772" 0 0 0 0 0 1 2 1 0 2 3 0
"T459_03773" 55 64 100 57 45 30 48 72 41 73 65 66
"T459_03774" 61 41 34 44 28 57 29 32 26 31 35 41
"T459_03775" 31 37 36 10 11 23 2 7 9 3 2 1
"T459_03776" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03777" 112 82 73 107 90 155 138 138 132 136 65 71
"T459_03778" 29 25 38 1 2 6 0 0 0 0 1 0
"T459_03779" 2 0 0 2 0 1 2 3 0 1 0 0
"T459_03780" 38 71 38 69 67 67 82 88 85 94 68 67
"T459_03781" 2 1 2 4 1 2 1 2 0 6 0 0
"T459_03782" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03783" 98 87 116 112 90 167 253 238 180 306 189 336
"T459_03784" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03785" 0 1 1 1 0 0 0 0 1 0 0 1
"T459_03786" 0 0 1 0 0 2 0 2 4 2 0 2
"T459_03787" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03788" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03789" 0 1 0 0 2 3 0 2 0 0 1 0
"T459_03790" 2 0 0 0 0 0 0 1 0 0 1 0
"T459_03791" 16 32 29 36 31 25 41 51 47 54 69 54
"T459_03792" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03793" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03794" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03795" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03796" 4 4 11 0 0 1 0 0 0 0 0 0
"T459_03797" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03798" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03799" 0 2 4 10 5 23 2 1 9 2 0 0
"T459_03800" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03801" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03802" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03803" 0 2 1 3 2 2 1 3 1 0 0 1
"T459_03804" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03805" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03806" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03807" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03808" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03809" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03810" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03811" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03812" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03813" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03814" 65 76 16 134 134 152 208 203 166 176 183 192
"T459_03815" 33 27 35 39 33 37 78 65 52 83 78 71
"T459_03816" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03817" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03818" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03819" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03820" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03821" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03822" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03823" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03824" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03825" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03826" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03827" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03828" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03829" 9 15 12 14 15 17 13 22 10 9 5 11
"T459_03830" 66 67 72 67 59 94 124 103 84 134 159 206
"T459_03831" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03832" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03833" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03834" 0 1 1 1 1 2 1 1 2 0 1 4
"T459_03835" 18 6 2 1 1 0 1 0 0 0 0 0
"T459_03836" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03837" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_03838" 0 0 0 1 0 0 1 1 5 7 0 3
"T459_03839" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03840" 11 3 1 7 4 8 11 12 17 16 14 22
"T459_03841" 15 8 6 6 7 25 26 18 17 12 18 35
"T459_03842" 13 6 10 5 11 19 19 23 16 23 24 36
"T459_03843" 25 16 35 36 42 55 66 73 58 66 59 46
"T459_03844" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03845" 2 0 2 0 0 2 8 6 3 33 7 20
"T459_03846" 8 0 5 4 4 11 23 10 16 17 26 17
"T459_03847" 18 16 14 22 23 14 35 37 30 34 34 25
"T459_03848" 0 1 0 4 4 3 11 3 14 1 1 0
"T459_03849" 73 33 38 22 36 63 72 74 50 57 55 48
"T459_03850" 0 2 2 1 1 0 15 13 3 28 16 27
"T459_03851" 38 36 52 43 45 63 64 67 60 100 109 71
"T459_03852" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03853" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03854" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03855" 0 0 0 0 2 0 1 3 1 1 1 1
"T459_03856" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03857" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03858" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03859" 0 2 0 0 0 0 1 0 0 1 2 1
"T459_03860" 0 2 0 0 0 0 0 0 0 0 0 0
"T459_03861" 0 0 0 0 1 3 0 0 1 0 1 1
"T459_03862" 2 4 1 1 1 1 1 4 1 3 3 1
"T459_03863" 12 6 11 15 15 26 28 24 33 27 32 22
"T459_03864" 155 183 234 169 130 111 199 213 202 354 546 488
"T459_03865" 0 2 0 0 0 3 0 0 1 0 0 0
"T459_03866" 261 201 168 196 168 226 317 310 277 370 280 324
"T459_03867" 6 3 9 4 8 8 9 12 6 17 12 12
"T459_03868" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03869" 268 205 170 227 210 319 327 370 309 392 348 346
"T459_03870" 56 95 98 96 50 72 77 78 75 67 71 64
"T459_03871" 23 37 41 43 24 38 46 52 40 44 52 34
"T459_03872" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03873" 36 56 47 145 112 88 236 218 221 262 173 170
"T459_03874" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03875" 16 17 17 14 17 22 25 28 30 19 19 36
"T459_03876" 36 30 43 37 36 54 40 56 42 72 60 78
"T459_03877" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03878" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03879" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03880" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_03881" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03882" 2 0 0 1 1 0 0 2 0 0 2 1
"T459_03883" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03884" 37 18 18 25 24 33 44 55 34 66 31 50
"T459_03885" 17 14 24 27 26 36 42 51 47 38 38 37
"T459_03886" 11 20 14 0 0 0 0 0 0 0 1 0
"T459_03887" 70 68 70 41 47 74 103 104 91 105 68 90
"T459_03888" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03889" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03890" 97 84 70 47 53 54 86 81 77 29 48 27
"T459_03891" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03892" 169 181 147 113 130 123 165 153 165 200 166 143
"T459_03893" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03894" 31 47 55 41 35 34 57 64 46 45 50 41
"T459_03895" 132 85 103 58 55 51 24 38 35 15 3 6
"T459_03896" 42 31 28 19 27 53 24 38 28 20 30 23
"T459_03897" 32 50 30 28 37 24 38 42 36 40 46 45
"T459_03898" 9 18 17 44 29 52 128 62 69 183 119 188
"T459_03899" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03900" 9 13 19 5 8 10 7 5 3 6 2 5
"T459_03901" 175 170 156 164 159 117 211 187 164 175 179 150
"T459_03902" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03903" 25 37 20 28 32 24 31 43 43 43 52 47
"T459_03904" 1 0 0 0 0 0 0 0 0 0 1 2
"T459_03905" 112 115 131 158 152 159 209 207 199 181 199 178
"T459_03906" 2 1 1 1 1 0 1 1 1 0 1 0
"T459_03907" 564 777 462 550 486 461 380 386 370 335 263 223
"T459_03908" 556 697 533 870 823 1111 1424 1689 1709 1930 1851 2118
"T459_03909" 36 42 74 58 26 54 40 54 45 46 60 62
"T459_03910" 2 3 1 2 1 2 3 2 2 3 2 0
"T459_03911" 45 59 47 90 77 114 119 123 101 97 85 81
"T459_03912" 19 31 26 18 16 18 33 37 34 48 57 33
"T459_03913" 8 10 12 6 4 7 1 3 1 1 0 0
"T459_03914" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03915" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03916" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03917" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03918" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03919" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03920" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03921" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03922" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03923" 0 0 0 0 0 0 0 0 0 1 2 0
"T459_03924" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03925" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03926" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03927" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03928" 0 0 1 0 0 0 0 0 0 0 0 0
"T459_03929" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03930" 42 24 22 22 16 39 43 37 26 27 25 17
"T459_03931" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03932" 7 14 8 10 6 7 0 3 2 202 167 8
"T459_03933" 6 10 13 18 11 12 21 27 23 26 31 17
"T459_03934" 0 0 0 1 0 0 0 0 0 0 0 0
"T459_03935" 69 58 123 25 30 15 42 40 62 41 98 25
"T459_03936" 0 0 0 0 1 0 0 1 1 2 0 0
"T459_03937" 43 35 15 47 33 38 43 53 44 52 55 31
"T459_03938" 2 5 2 0 0 0 0 0 0 1 0 0
"T459_03939" 62 67 59 55 58 57 104 126 111 98 107 66
"T459_03940" 0 0 0 0 0 1 2 0 1 0 0 1
"T459_03941" 129 177 68 430 521 552 861 880 621 491 409 272
"T459_03942" 5 2 4 2 3 1 3 8 4 2 2 2
"T459_03943" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03944" 47 30 60 45 67 55 109 142 110 146 99 119
"T459_03945" 5 2 13 1 2 4 5 7 9 11 8 6
"T459_03946" 3 1 1 0 0 0 0 0 0 0 0 1
"T459_03947" 189 208 148 150 184 127 137 173 167 186 117 112
"T459_03948" 434 506 433 310 289 311 644 631 557 1259 1558 1366
"T459_03949" 34 31 37 44 55 66 99 94 93 102 93 82
"T459_03950" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03951" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03952" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03953" 8 2 2 12 4 10 8 7 5 0 0 0
"T459_03954" 2 0 0 0 0 0 0 0 0 0 0 0
"T459_03955" 18 32 9 32 32 47 79 90 108 49 69 62
"T459_03956" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03957" 3 5 0 33 47 37 30 29 5 15 5 2
"T459_03958" 0 0 0 1 1 2 0 0 1 0 0 0
"T459_03959" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03960" 1113 1676 695 858 1002 1065 1461 1348 1208 684 693 394
"T459_03961" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03962" 0 0 1 0 0 0 0 0 0 0 0 1
"T459_03963" 25 36 27 51 45 48 58 63 76 84 49 46
"T459_03964" 6 11 5 5 2 5 12 10 5 10 15 15
"T459_03965" 16 18 15 10 11 30 26 9 17 13 8 16
"T459_03966" 0 16 5 8 13 27 6 7 1 1 0 3
"T459_03967" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03968" 434 488 411 369 319 406 780 719 619 958 1455 1030
"T459_03969" 34 22 26 10 14 35 41 30 39 45 39 44
"T459_03970" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03971" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03972" 1 2 2 1 2 1 4 2 3 2 3 2
"T459_03973" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03974" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03975" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03976" 81 89 91 65 88 95 106 133 106 129 175 139
"T459_03977" 54 49 35 45 47 50 44 58 60 38 38 41
"T459_03978" 2 9 3 8 4 10 7 6 7 11 14 16
"T459_03979" 31 36 29 31 37 36 61 50 54 59 101 81
"T459_03980" 56 80 56 91 74 55 113 97 121 128 155 106
"T459_03981" 11 5 9 3 5 28 24 11 11 13 25 29
"T459_03982" 12 9 1 10 0 0 1 8 1 22 8 29
"T459_03983" 0 0 0 0 0 0 0 0 0 1 0 1
"T459_03984" 10 8 10 10 14 7 10 22 15 16 13 19
"T459_03985" 1 0 0 0 0 0 0 0 0 0 0 0
"T459_03986" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03987" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03988" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_03989" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03990" 4 1 4 1 3 7 4 6 3 8 7 4
"T459_03991" 143 97 60 95 102 156 86 93 91 91 80 92
"T459_03992" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03993" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03994" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_03995" 0 1 0 28 14 8 4 3 3 0 0 0
"T459_03996" 0 1 2 2 1 0 3 1 0 0 0 0
"T459_03997" 0 2 0 0 0 0 0 0 0 0 0 0
"T459_03998" 8 8 1 14 11 11 1 0 0 0 1 0
"T459_03999" 163 205 94 92 51 63 51 37 20 25 28 6
"T459_04000" 0 0 0 0 0 0 4 0 0 1 3 1
"T459_04001" 0 0 0 0 0 4 0 0 0 0 0 0
"T459_04002" 10 20 40 38 40 38 54 45 45 47 31 47
"T459_04003" 13 10 23 29 24 43 59 45 47 43 31 30
"T459_04004" 116 110 445 207 267 556 1064 1166 1153 1041 1349 1109
"T459_04005" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_04006" 24 47 9 10 3 9 1 2 0 5 1 0
"T459_04007" 94 77 57 102 114 105 316 393 336 694 241 492
"T459_04008" 0 0 9 0 0 0 0 0 0 0 0 0
"T459_04009" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04010" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04011" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04012" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04013" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04014" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04015" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04016" 0 0 2 0 0 0 0 0 0 0 0 0
"T459_04017" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04018" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04019" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04020" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04021" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04022" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04023" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04024" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04025" 0 0 0 0 0 0 2 2 1 0 1 2
"T459_04026" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04027" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04028" 103 95 63 151 154 262 576 400 401 751 533 829
"T459_04029" 46 39 20 14 5 19 18 14 19 14 20 26
"T459_04030" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04031" 66 60 43 56 67 79 63 60 76 43 50 45
"T459_04032" 336 322 236 262 278 324 451 406 375 475 510 493
"T459_04033" 64 42 66 50 53 84 76 95 72 63 87 82
"T459_04034" 22 17 4 2 3 5 2 4 14 1 5 5
"T459_04035" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_04036" 0 0 0 0 0 3 39 17 5 76 16 11
"T459_04037" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04038" 0 1 0 2 0 0 0 1 2 2 1 2
"T459_04039" 1 0 2 0 3 1 2 3 4 2 2 2
"T459_04040" 185 134 167 177 193 246 324 350 325 448 340 371
"T459_04041" 253 254 193 291 284 295 446 523 608 732 600 589
"T459_04042" 0 0 1 1 2 2 3 2 2 3 3 3
"T459_04043" 0 0 0 0 0 0 0 1 0 0 3 2
"T459_04044" 3 3 4 12 11 12 6 6 4 7 2 8
"T459_04045" 11 8 8 22 6 23 33 19 8 19 37 8
"T459_04046" 113 111 91 101 88 113 104 96 99 114 131 118
"T459_04047" 0 0 1 1 0 0 0 0 0 0 0 0
"T459_04048" 81 102 103 183 162 151 110 135 133 128 83 63
"T459_04049" 14 11 8 8 7 9 12 5 11 7 4 3
"T459_04050" 661 655 464 430 355 467 472 530 497 489 396 421
"T459_04051" 31 23 60 35 29 28 105 96 82 143 190 135
"T459_04052" 0 0 1 1 3 2 0 1 0 0 0 0
"T459_04053" 35 24 13 27 23 44 17 10 16 3 7 2
"T459_04054" 46 27 45 31 37 79 6 5 11 3 3 8
"T459_04055" 3 4 5 6 4 10 8 7 8 7 17 10
"T459_04056" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04057" 1 0 0 0 0 0 0 0 0 0 0 0
"T459_04058" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_04059" 0 0 1 3 1 0 0 1 2 0 0 0
"T459_04060" 3 2 2 4 2 9 3 1 2 1 3 2
"T459_04061" 0 0 0 0 0 0 1 0 0 0 0 0
"T459_04062" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_04063" 7 10 11 9 12 7 4 2 6 3 3 0
"T459_04064" 28 16 17 15 18 20 3 6 10 0 1 0
"T459_04065" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04066" 2 2 5 5 9 11 1 5 4 4 1 4
"T459_04067" 0 1 0 0 0 0 2 2 0 0 2 0
"T459_04068" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04069" 2 1 0 0 3 2 3 1 1 0 4 0
"T459_04070" 3 1 2 11 8 19 29 19 17 40 30 56
"T459_04071" 0 0 2 1 0 0 0 1 1 1 1 2
"T459_04072" 8 8 6 3 5 6 2 1 0 0 0 0
"T459_04073" 0 0 0 0 1 0 0 0 0 0 0 0
"T459_04074" 19 17 14 7 3 14 9 7 11 2 7 5
"T459_04075" 0 0 0 0 1 0 0 3 0 1 7 3
"T459_04076" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04077" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04078" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04079" 69 88 92 105 82 62 87 112 107 128 142 118
"T459_04080" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04081" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04082" 172 158 125 145 139 167 150 147 140 196 126 120
"T459_04083" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04084" 4 6 10 3 2 2 2 5 4 1 8 4
"T459_04085" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04086" 0 0 0 1 0 1 0 0 0 2 0 0
"T459_04087" 104 111 90 115 107 116 165 167 179 202 147 143
"T459_04088" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04089" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04090" 2 4 0 7 3 2 1 0 2 0 1 13
"T459_04091" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04092" 255 261 319 201 217 176 278 322 253 456 450 557
"T459_04093" 6 3 1 9 8 8 33 21 4 61 31 58
"T459_04094" 136 128 112 162 142 145 175 210 154 156 120 174
"T459_04095" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04096" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04097" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04098" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04099" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04100" 44 65 28 61 55 100 42 47 46 50 44 42
"T459_04101" 836 667 566 724 615 861 1023 1074 853 1054 838 1084
"T459_04102" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04103" 0 0 0 0 0 0 0 0 0 1 0 0
"T459_04104" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04105" 14 9 8 9 7 5 1 4 2 5 0 2
"T459_04106" 58 62 49 63 62 131 190 160 188 228 211 215
"T459_04107" 166 142 104 101 98 160 228 208 197 329 310 381
"T459_04108" 0 0 1 0 0 0 1 0 1 0 2 0
"T459_04109" 0 2 0 1 0 0 0 0 0 0 0 0
"T459_04110" 202 232 128 193 209 248 304 328 298 477 364 431
"T459_04111" 13 16 26 14 12 21 19 28 22 32 22 35
"T459_04112" 19 12 18 14 14 13 28 18 14 19 29 13
"T459_04113" 205 185 111 99 61 122 141 107 95 122 113 127
"T459_04114" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04115" 54 30 35 33 26 66 80 104 75 75 110 128
"T459_04116" 14 6 13 12 16 13 15 14 15 13 12 22
"T459_04117" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04118" 32 26 25 26 33 67 57 66 59 41 58 75
"T459_04119" 0 1 1 1 1 2 0 2 8 1 0 2
"T459_04120" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04121" 40 43 40 30 43 52 42 36 43 52 44 65
"T459_04122" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04123" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_04124" 5 2 3 6 2 13 8 15 13 6 12 6
"T459_04125" 0 0 0 0 0 0 0 0 0 0 0 0
